pl_name,pl_orbper,pl_orbsmax,pl_radj,pl_bmassj,pl_dens,st_rad,st_mass,st_lum,pl_class
Kepler-738 b,24.58721573,0.1552,0.223,0.0214,2.39,0.82,0.86,-0.213,Neptune-like
Kepler-739 b,12.53248465,0.1054,0.296,0.0346,1.65,0.9,0.93,0.018,Neptune-like
Kepler-74 b,7.340711,0.0781,0.96,0.63,0.88,1.12,1.18,0.332,Gas Giant
Kepler-740 b,3.58410122,0.0462,0.408,0.0596,1.09,0.87,0.91,-0.123,Neptune-like
Kepler-741 b,7.03902374,0.0744,0.265,0.0287,1.91,1.24,1.16,0.332,Neptune-like
Kepler-742 b,8.36086824,0.0744,0.289,0.0332,1.71,0.71,0.76,-0.692,Neptune-like
Kepler-743 b,3.17926292,0.0418,0.108,0.00606,5.96,0.85,0.94,-0.176,Super Earth
Kepler-744 b,12.06222443,0.0993,0.145,0.0102,4.21,0.93,0.94,-0.222,Super Earth
Kepler-745 b,9.93143556,0.0915,0.193,0.0167,2.9,1.04,1.04,0.376,Neptune-like
Kepler-746 b,3.48159251,0.0435,0.099,0.00444,5.67,0.93,0.91,-0.172,Super Earth
Kepler-747 b,35.61760587,0.1916,0.47,0.0759,0.905,0.78,0.82,-0.432,Neptune-like
Kepler-748 b,7.40742793,0.0745,0.225,0.0217,2.37,1.1,1.07,0.36,Neptune-like
Kepler-749 b,17.31716585,0.1054,0.277,0.0308,1.81,0.75,0.79,-0.494,Neptune-like
Kepler-75 b,8.8849116,0.0818,1.05,10.1,11,0.89,0.91,-0.215,Gas Giant
Kepler-750 b,9.42887179,0.093,0.274,0.0303,1.83,1.23,1.15,0.344,Neptune-like
Kepler-750 c,4.08899022,0.0533,0.145,0.0102,4.21,1.23,1.15,0.344,Super Earth
Kepler-751 b,17.44490636,0.1263,0.219,0.0208,2.44,0.84,0.87,-0.264,Neptune-like
Kepler-752 b,18.82747265,0.1353,0.251,0.0261,2.06,0.83,0.87,-0.125,Neptune-like
Kepler-753 b,5.74772501,0.054,0.17,0.0136,3.4,0.65,0.68,-0.865,Super Earth
Kepler-754 b,14.5596237,0.116,0.179,0.0148,3.18,1.08,1.06,0.416,Super Earth
Kepler-755 b,1.26909037,0.0214,0.157,0.0118,3.78,0.77,0.82,-0.457,Super Earth
Kepler-755 c,2.85313364,0.0367,0.112,0.00669,5.85,0.77,0.82,-0.457,Super Earth
Kepler-756 b,1.22486632,0.0219,0.1,0.00459,5.71,0.79,0.82,-0.358,Super Earth
Kepler-757 b,1.02267882,0.019,0.121,0.00761,5.29,1.13,1.08,0.16,Super Earth
Kepler-758 b,12.1097104,0.1019,0.221,0.0211,2.42,1.42,1.16,0.563,Neptune-like
Kepler-758 c,4.75793986,0.0547,0.151,0.011,3.98,1.42,1.16,0.563,Super Earth
Kepler-758 d,20.4966197,0.1447,0.189,0.0162,2.96,1.42,1.16,0.563,Neptune-like
Kepler-758 e,8.1934719,0.0785,0.136,0.0093,4.54,1.42,1.16,0.563,Super Earth
Kepler-759 b,41.805985,0.2329,0.203,0.0182,2.71,1.04,1.04,0.061,Neptune-like
Kepler-76 b,1.5449298,0.0274,1.36,2.01,1.1,1.32,1.2,0.451,Gas Giant
Kepler-760 b,8.70419416,0.0772,0.273,0.0302,1.84,0.85,0.89,-0.28,Neptune-like
Kepler-760 c,2.46697439,0.0333,0.132,0.00879,4.73,0.85,0.89,-0.28,Super Earth
Kepler-761 b,10.12804789,0.0874,0.181,0.015,3.14,0.93,0.95,-0.117,Super Earth
Kepler-762 b,3.7705521,0.0493,1.131,,,1.08,1.06,0.318,Gas Giant
Kepler-763 b,1.19655156,0.0205,0.109,0.00624,5.99,0.8,0.84,-0.334,Super Earth
Kepler-763 c,4.09667624,0.0466,0.146,0.00819,4.99,0.84,0.8,-0.334,Super Earth
Kepler-763 d,6.50327035,0.0634,0.175,0.0108,4.05,0.84,0.8,-0.334,Super Earth
Kepler-764 b,7.33683936,0.0724,0.146,0.0105,4.15,0.89,0.92,-0.136,Super Earth
Kepler-765 b,27.6655226,0.1754,0.217,0.0204,2.48,1.06,1.05,0.146,Neptune-like
Kepler-766 b,6.10027804,0.066,0.302,0.0359,1.61,1.15,1.1,0.451,Neptune-like
Kepler-767 b,161.5280101,0.5874,0.592,0.112,0.67,0.94,0.96,0.476,Neptune-like
Kepler-768 b,11.3910025,0.092,0.16,0.0121,3.7,0.78,0.82,-0.466,Super Earth
Kepler-769 b,7.42608998,0.0778,0.261,0.0279,1.95,1.28,1.19,0.179,Neptune-like
Kepler-769 c,15.9870174,0.1297,0.16,0.0121,3.7,1.28,1.19,0.179,Super Earth
Kepler-77 b,3.57878087,0.04501,0.96,0.43,0.603,0.99,0.95,-0.046,Gas Giant
Kepler-770 b,18.92540274,0.1694,0.205,0.0186,2.66,0.92,0.94,0.054,Neptune-like
Kepler-770 c,1.47532231,0.0309,0.107,0.00588,5.95,0.92,0.94,0.054,Super Earth
Kepler-770 d,4.15244722,0.0616,0.125,0.008,5.09,0.92,0.94,0.054,Super Earth
Kepler-771 b,8.73485836,0.0843,0.162,0.0125,3.62,1.05,1.03,0.355,Super Earth
Kepler-772 b,12.99207337,0.1071,0.162,0.0125,3.62,1.11,0.98,0.475,Super Earth
Kepler-773 b,3.74910006,0.047,0.128,0.00829,4.94,1.01,1.04,0.095,Super Earth
Kepler-774 b,11.0895723,0.1114,0.283,0.032,1.76,2.42,1.57,0.753,Neptune-like
Kepler-775 b,0.97486893,0.0187,0.106,0.0057,5.9,0.84,0.92,-0.267,Super Earth
Kepler-776 b,4.89718784,0.0523,0.114,0.00687,5.71,0.78,0.83,-0.437,Super Earth
Kepler-777 b,5.72812599,0.0519,0.131,0.00869,4.77,0.56,0.58,-0.968,Super Earth
Kepler-778 b,3.75574426,0.0453,0.15,0.0109,4.01,0.77,0.81,-0.413,Super Earth
Kepler-779 b,7.09714223,0.0533,0.082,0.00227,5.09,0.44,0.46,-1.234,Terrestrial
Kepler-78 b,0.35500745,0.00901,0.107,0.00529,5.33,0.75,0.78,-0.498,Super Earth
Kepler-780 b,0.67737516,0.015,0.079,0.00201,4.99,1.02,1.01,0.017,Terrestrial
Kepler-781 b,13.2140732,0.1019,0.258,0.0274,1.98,0.78,0.81,-0.384,Neptune-like
Kepler-782 b,158.6853308,0.5444,0.286,0.0327,1.73,1.01,0.98,0.11,Neptune-like
Kepler-783 b,4.29264638,0.0491,0.07,0.00126,4.62,0.89,0.93,-0.231,Terrestrial
Kepler-783 c,7.05395,0.0684,0.208,0.019,2.62,0.87,0.94,-0.231,Neptune-like
Kepler-784 b,31.5922646,0.1967,0.141,0.00982,4.35,1.32,1,0.857,Super Earth
Kepler-784 c,17.157236,0.1309,0.158,0.00951,4.46,1.49,1.02,0.857,Super Earth
Kepler-785 b,1.97376093,0.025,1.162,,,0.71,0.77,-0.683,Gas Giant
Kepler-786 b,53.5293487,0.2548,0.217,0.0204,2.48,0.74,0.81,-0.583,Neptune-like
Kepler-787 b,0.9283105,0.0159,0.114,0.00687,5.71,0.62,0.65,-0.895,Super Earth
Kepler-788 b,8.39846269,0.0835,0.227,0.0221,2.33,1.23,1.16,0.336,Neptune-like
Kepler-789 b,8.63847725,0.0951,0.189,0.0162,2.96,1.02,1.01,0.496,Neptune-like
Kepler-79 b,13.4845,0.117,0.31,0.0343,1.43,1.3,1.17,0.342,Neptune-like
Kepler-79 c,27.4029,0.187,0.332,0.019,0.62,1.3,1.17,0.342,Neptune-like
Kepler-79 d,52.0902,0.287,0.639,0.019,0.09,1.3,1.17,0.342,Neptune-like
Kepler-79 e,81.0659,0.386,0.311,0.013,0.53,1.3,1.17,0.342,Neptune-like
Kepler-790 b,13.73469807,0.101,0.194,0.017,2.86,0.8,0.84,-0.424,Neptune-like
Kepler-791 b,14.5539759,0.1256,0.272,0.03,1.85,1.47,1.3,0.403,Neptune-like
Kepler-792 b,11.30119217,0.0988,0.175,0.0142,3.28,1.12,1.09,0.274,Super Earth
Kepler-793 b,4.24153639,0.0491,0.122,0.00771,5.24,0.97,0.98,0.11,Super Earth
Kepler-794 b,11.13125132,0.1036,0.188,0.016,2.98,1.38,1.19,0.506,Neptune-like
Kepler-795 b,29.6193421,0.1817,0.15,0.0109,4.01,0.96,0.94,-0.022,Super Earth
Kepler-796 b,6.40087618,0.0662,0.116,0.00705,5.6,1.09,0.93,0.572,Super Earth
Kepler-797 b,27.07237711,0.181,0.194,0.0168,2.88,0.95,0.96,0.47,Neptune-like
Kepler-798 b,13.71933369,0.1174,0.213,0.0198,2.54,1.29,1.19,0.222,Neptune-like
Kepler-799 b,133.4605235,0.5167,0.614,0.119,0.64,0.93,0.95,0.349,Neptune-like
Kepler-799 c,15.19419956,0.1214,0.248,0.0256,2.08,1.59,1.03,0.349,Neptune-like
Kepler-8 b,3.5224991,0.0474,1.416,0.59,0.27,1.49,1.21,0.605,Gas Giant
Kepler-80 b,7.05246,0.0648,0.238,0.0218,1.38,0.68,0.73,-0.77,Neptune-like
Kepler-80 c,9.52355,0.0792,0.244,0.02121,1.22,0.68,0.73,-0.77,Neptune-like
Kepler-80 d,3.07222,0.0372,0.136,0.02124,7.04,0.68,0.73,-0.77,Super Earth
Kepler-80 e,4.64489,0.0491,0.143,0.01299,3.75,0.68,0.73,-0.77,Super Earth
Kepler-80 f,0.9867873,0.0175,0.108,0.00606,5.96,0.68,0.73,-0.77,Super Earth
Kepler-80 g,14.64558,0.11009485,0.101,0.00474,5.75,0.68,0.83,-0.767,Super Earth
Kepler-800 b,14.13176026,0.1106,0.254,0.0267,2.02,0.82,0.85,-0.358,Neptune-like
Kepler-801 b,11.41928253,0.0795,0.178,0.0147,3.2,0.63,0.67,-0.798,Super Earth
Kepler-802 b,40.0587473,0.2265,0.316,0.0386,1.52,0.9,0.93,-0.226,Neptune-like
Kepler-803 b,50.28638192,0.2678,0.338,0.0434,1.39,1.12,1.05,0.241,Neptune-like
Kepler-804 b,14.37457351,0.1137,0.173,0.0139,3.33,1.05,1.01,0.05,Super Earth
Kepler-804 c,9.65185017,0.0872,0.102,0.00489,5.75,1.05,1.01,0.05,Super Earth
Kepler-805 b,30.8638931,0.1978,0.258,0.0274,1.98,1.65,1.19,0.541,Neptune-like
Kepler-806 b,8.09219642,0.0764,0.102,0.00489,5.75,1.16,0.99,0.407,Super Earth
Kepler-807 b,117.9310878,0.4884,0.93,0.242,0.373,1.06,1.04,0.228,Gas Giant
Kepler-808 b,0.63133235,0.0116,0.13,0.00859,4.82,0.71,0.76,-0.684,Super Earth
Kepler-809 b,55.63934,0.2901,0.269,0.0293,1.88,0.98,0.99,0.001,Neptune-like
Kepler-81 b,5.955,0.0522,0.216,0.054,6.67,0.59,0.64,-0.889,Super Earth
Kepler-81 c,12.04,0.08347,0.211,0.014,1.77,0.59,0.64,-0.889,Neptune-like
Kepler-81 d,20.837846,0.128,0.108,0.00606,5.96,0.59,0.65,-0.889,Super Earth
Kepler-810 b,4.59725385,0.055,0.172,0.0138,3.35,1.04,1.03,-0.032,Super Earth
Kepler-811 b,23.58447697,0.1583,0.241,0.0244,2.16,1.24,1.01,0.323,Neptune-like
Kepler-812 b,10.11716531,0.1024,0.317,0.0388,1.51,1.71,1.45,0.752,Neptune-like
Kepler-813 b,19.12947337,0.1439,0.191,0.0164,2.93,0.93,0.95,-0.071,Neptune-like
Kepler-814 b,6.1469851,0.0695,0.189,0.0162,2.96,1.22,1.15,0.669,Neptune-like
Kepler-815 b,8.57503552,0.0888,0.367,0.0498,1.25,3.42,1.25,0.857,Neptune-like
Kepler-816 b,10.50682565,0.0895,0.914,0.234,0.381,0.85,0.9,-0.374,Gas Giant
Kepler-817 b,3.99010623,0.0493,0.806,0.189,0.449,1.03,1.03,0.086,Gas Giant
Kepler-818 b,10.03538581,0.0886,0.456,0.072,0.943,0.92,0.94,-0.124,Neptune-like
Kepler-819 b,33.1995648,0.1894,0.246,0.0253,2.1,0.81,0.86,-0.398,Neptune-like
Kepler-82 b,26.44,0.1683,0.363,0.03823,0.98,0.9,0.91,-0.185,Neptune-like
Kepler-82 c,51.54,0.2626,0.476,0.04373,0.494,0.9,0.91,-0.185,Neptune-like
Kepler-82 d,2.382961,0.034,0.158,0.0119,3.75,0.95,0.96,-0.185,Super Earth
Kepler-82 e,5.902206,0.063,0.22,0.021,2.43,0.95,0.96,-0.185,Neptune-like
Kepler-82 f,75.732,0.3395,0.432,0.06576,1.01,0.9,0.91,-0.225,Neptune-like
Kepler-820 b,127.8338098,0.5829,0.543,0.097,0.749,1.36,1.23,0.689,Neptune-like
Kepler-821 b,1.92279873,0.029,0.117,0.00714,5.55,0.8,0.84,-0.364,Super Earth
Kepler-822 b,3.22296927,0.0412,0.158,0.0119,3.75,1.08,1.06,-0.005,Super Earth
Kepler-823 b,4.16809082,0.0507,0.14,0.00972,4.39,0.96,0.98,0.335,Super Earth
Kepler-824 b,4.51436633,0.055,0.167,0.0131,3.5,1.22,1.15,0.122,Super Earth
Kepler-825 b,3.77360059,0.0453,0.136,0.0093,4.54,1.08,1.03,0.12,Super Earth
Kepler-825 c,8.1818246,0.0759,0.164,0.0127,3.56,1.08,1.03,0.12,Super Earth
Kepler-826 b,4.48758907,0.0528,0.112,0.0066,5.91,1.15,1.05,0.349,Super Earth
Kepler-827 b,51.92927591,0.2742,0.502,0.0849,0.831,0.91,0.93,0.232,Neptune-like
Kepler-828 b,0.56785714,0.0125,0.135,0.00909,4.61,0.77,0.81,-0.543,Super Earth
Kepler-829 b,6.88337562,0.0678,0.188,0.016,2.98,0.97,0.98,0.04,Neptune-like
Kepler-83 b,9.77,0.07295,0.252,0.132,10.2,0.61,0.66,-1.102,Gas Giant
Kepler-83 c,20.09,0.11796,0.211,0.036,4.77,0.61,0.66,-1.102,Super Earth
Kepler-83 d,5.169796,0.051,0.173,0.077,18.5,0.59,0.58,-1.102,Super Earth
Kepler-830 b,11.29695137,0.1033,0.152,0.0111,3.95,1.11,1.07,0.169,Super Earth
Kepler-831 b,5.62153941,0.0603,0.113,0.00678,5.77,0.97,0.99,0.012,Super Earth
Kepler-832 b,7.1396941,0.075,0.184,0.0154,3.08,0.9,0.92,0.07,Super Earth
Kepler-833 b,18.7546998,0.1139,0.18,0.0149,3.16,0.62,0.64,-0.793,Super Earth
Kepler-834 b,13.32388301,0.0862,0.18,0.0149,3.16,0.66,0.7,-0.745,Super Earth
Kepler-835 b,11.41909375,0.107,0.249,0.0258,2.07,1.11,1.08,0.33,Neptune-like
Kepler-836 b,11.36112327,0.1013,0.244,0.0249,2.13,1.04,1.03,0.049,Neptune-like
Kepler-837 b,16.56059504,0.1144,0.228,0.0223,2.32,0.81,0.85,-0.271,Neptune-like
Kepler-838 b,15.74957994,0.1266,0.244,0.0249,2.13,0.96,0.98,-0.099,Neptune-like
Kepler-839 b,37.8144514,0.2341,0.229,0.0224,2.31,1.31,1.22,0.437,Neptune-like
Kepler-84 b,8.726,0.0827,0.199,0.126,19.8,1.43,1,0.212,Super Earth
Kepler-84 c,12.883,0.1072,0.211,0.064,8.44,1.43,1,0.212,Super Earth
Kepler-84 d,4.224537,0.052,0.123,0.0078,5.19,1.17,1.06,0.212,Super Earth
Kepler-84 e,27.434389,0.181,0.232,0.0229,2.27,1.17,1.06,0.212,Neptune-like
Kepler-84 f,44.552169,0.25,0.196,0.0172,2.83,1.17,1.06,0.212,Neptune-like
Kepler-841 b,124.4198398,0.479,0.467,0.0749,0.914,0.81,0.85,-0.362,Neptune-like
Kepler-842 b,1.21956827,0.0204,0.143,0.01,4.28,0.73,0.78,-0.612,Super Earth
Kepler-843 b,2.05387982,0.0313,0.231,0.0227,2.28,1.03,1.02,-0.047,Neptune-like
Kepler-844 b,2.61302086,0.0298,0.15,0.0109,4.01,0.57,0.59,-0.921,Super Earth
Kepler-845 b,0.92785982,0.017,0.182,0.0152,3.12,0.75,0.79,-0.605,Super Earth
Kepler-846 b,19.80792185,0.1399,0.221,0.0211,2.42,0.91,0.94,-0.217,Neptune-like
Kepler-847 b,2.3432319,0.0315,0.105,0.00553,5.89,0.77,0.83,-0.507,Super Earth
Kepler-848 b,6.91134416,0.072,0.152,0.0111,3.95,1.2,1.01,0.594,Super Earth
Kepler-849 b,394.6244904,1.1088,0.637,0.127,0.61,1.64,1.23,0.605,Gas Giant
Kepler-85 b,8.306,0.0766,0.176,0.0143,3.26,1.24,0.92,-0.212,Super Earth
Kepler-85 c,12.513,0.1007,0.194,0.066,11.1,1.24,0.92,-0.212,Super Earth
Kepler-85 d,17.91323,0.13,0.107,0.00588,5.95,0.89,0.87,-0.212,Super Earth
Kepler-85 e,25.216751,0.163,0.113,0.00189,1.6,0.89,0.92,-0.212,Super Earth
Kepler-850 b,7.19303878,0.0744,0.159,0.012,3.72,1.09,1.06,0.173,Super Earth
Kepler-851 b,8.50699658,0.0802,0.15,0.0109,4.01,0.85,0.89,-0.273,Super Earth
Kepler-852 b,44.9309804,0.2654,0.227,0.022,2.34,1.16,1.19,0.827,Neptune-like
Kepler-853 b,7.16892463,0.0779,0.151,0.011,3.98,1.55,1.3,0.51,Super Earth
Kepler-855 b,7.8866311,0.0762,0.745,0.166,0.497,1.03,1.03,0.333,Gas Giant
Kepler-856 b,8.02768059,0.0787,0.83,0.199,0.432,0.93,0.96,-0.022,Gas Giant
Kepler-857 b,85.35129427,0.3751,0.607,0.117,0.65,0.99,0.99,-0.071,Neptune-like
Kepler-858 b,76.13602028,0.3403,0.434,0.0664,1,0.91,0.96,-0.113,Neptune-like
Kepler-859 b,20.38177573,0.1345,0.276,0.0307,1.82,0.77,0.81,-0.556,Neptune-like
Kepler-860 b,5.10137945,0.058,0.289,0.0332,1.71,1.06,1.04,-0.157,Neptune-like
Kepler-861 b,3.94963138,0.0463,0.203,0.0183,2.7,0.78,0.82,-0.427,Neptune-like
Kepler-862 b,3.14866453,0.039,0.197,0.0174,2.81,0.84,0.88,-0.103,Neptune-like
Kepler-863 b,15.59461874,0.122,0.259,0.0275,1.97,0.95,0.96,0.215,Neptune-like
Kepler-864 b,5.83376092,0.0687,0.214,0.02,2.52,1,1,0.208,Neptune-like
Kepler-864 c,2.42150341,0.0382,0.158,0.0102,4.21,1.2,1.27,0.208,Super Earth
Kepler-865 b,14.16399294,0.1057,0.222,0.0213,2.41,0.92,0.93,-0.298,Neptune-like
Kepler-865 c,6.20920207,0.061,0.095,0.00201,4.99,0.89,0.78,-0.298,Terrestrial
Kepler-866 b,2.61703254,0.0331,0.145,0.0104,4.17,0.71,0.75,-0.705,Super Earth
Kepler-867 b,150.242127,0.5375,0.414,0.0612,1.07,0.91,0.92,0.117,Neptune-like
Kepler-868 b,5.03251791,0.0575,0.183,0.0153,3.1,0.89,0.93,0.068,Super Earth
Kepler-869 b,40.4287755,0.2244,0.322,0.0399,1.48,0.95,0.97,-0.11,Neptune-like
Kepler-87 b,114.73635,0.481,1.204,1.02,0.729,1.82,1.1,0.326,Gas Giant
Kepler-87 c,191.2318,0.676,0.548,0.02,0.152,1.82,1.1,0.326,Neptune-like
Kepler-870 b,21.3587621,0.1539,0.248,0.0256,2.08,1.02,1.01,0.043,Neptune-like
Kepler-871 b,22.0459018,0.1572,0.334,0.0424,1.42,1.14,1.11,0.309,Neptune-like
Kepler-872 b,2.57885507,0.0362,0.178,0.0145,3.22,1.08,1.05,-0.146,Super Earth
Kepler-873 b,20.5533844,0.1542,0.335,0.0426,1.41,1.27,1.18,0.134,Neptune-like
Kepler-874 b,40.0686727,0.2234,0.352,0.0463,1.32,1.13,1.09,0.138,Neptune-like
Kepler-875 b,27.5073799,0.1771,0.259,0.0275,1.97,1.11,1.06,0.135,Neptune-like
Kepler-876 b,5.14438011,0.0549,0.128,0.00829,4.94,0.77,0.81,-0.338,Super Earth
Kepler-877 b,18.45847097,0.1301,0.189,0.0162,2.96,0.81,0.85,-0.343,Neptune-like
Kepler-878 b,25.9422033,0.165,0.172,0.0138,3.35,0.77,0.81,-0.174,Super Earth
Kepler-879 b,33.3855938,0.2012,0.229,0.0224,2.31,1.02,1.02,0.033,Neptune-like
Kepler-88 d,1403,2.446875,1.17,3.05046,2.36,0.9,0.99,-0.192,Gas Giant
Kepler-880 b,7.71468975,0.0915,0.237,0.0238,2.21,1.74,1.46,0.666,Neptune-like
Kepler-880 c,11.8061737,0.1216,0.282,0.0271,2,2.6,1.71,0.666,Neptune-like
Kepler-881 b,4.44448017,0.0552,0.159,0.012,3.72,1.09,1.06,0.12,Super Earth
Kepler-882 b,3.98953967,0.0449,0.11,0.00642,6.02,0.87,0.9,-0.273,Super Earth
Kepler-883 b,12.98495573,0.1055,0.159,0.012,3.72,1.09,1.06,0.296,Super Earth
Kepler-884 b,5.69919514,0.0622,0.11,0.00642,6.02,0.94,1,-0.313,Super Earth
Kepler-885 b,18.11472949,0.1432,0.223,0.0214,2.39,1.35,1.21,0.417,Neptune-like
Kepler-886 b,6.24146367,0.067,0.136,0.0092,4.57,1.16,1.1,0.042,Super Earth
Kepler-887 b,20.42228798,0.1536,0.164,0.0127,3.56,1.29,1.19,0.446,Super Earth
Kepler-887 c,7.63846023,0.0797,0.101,0.00474,5.75,1.29,1.19,0.446,Super Earth
Kepler-888 b,70.6979061,0.328,0.157,0.0118,3.78,0.9,0.97,-0.043,Super Earth
Kepler-889 b,3.744439,0.0492,0.097,0.00416,5.6,1.25,1.14,0.383,Super Earth
Kepler-890 b,52.75875577,0.2944,0.793,0.184,0.458,1.13,1.09,0.327,Gas Giant
Kepler-891 b,53.44945593,0.2881,0.572,0.106,0.701,1.07,1.06,0.588,Neptune-like
Kepler-892 b,13.7521072,0.1015,0.251,0.0261,2.06,0.72,0.75,-0.735,Neptune-like
Kepler-893 b,6.33855761,0.0699,0.27,0.0297,1.86,0.99,1,0.06,Neptune-like
Kepler-894 b,9.803224,0.0916,0.248,0.0256,2.08,0.85,0.87,-0.123,Neptune-like
Kepler-895 b,2.80624233,0.0328,0.137,0.0094,4.5,0.61,0.65,-0.854,Super Earth
Kepler-896 b,144.547396,0.5164,0.226,0.0218,2.35,0.81,0.84,0.481,Neptune-like
Kepler-896 c,29.5422566,0.1792,0.277,0.0317,1.78,0.8,0.88,0.481,Neptune-like
Kepler-897 b,8.0472642,0.077,0.213,0.0198,2.54,1.04,1.03,0.288,Neptune-like
Kepler-898 b,5.8706191,0.0545,0.133,0.00889,4.7,0.62,0.65,-0.875,Super Earth
Kepler-899 b,19.17891293,0.1392,0.239,0.0241,2.18,0.91,0.93,0.048,Neptune-like
Kepler-9 b,19.23891,0.143,0.74,0.13655,0.42,0.96,1.02,-0.038,Gas Giant
Kepler-9 c,38.9853,0.227,0.721,0.09408,0.31,0.96,1.02,-0.038,Neptune-like
Kepler-9 d,1.592851,0.0273,0.146,0.0105,4.15,1.02,1.07,0.037,Super Earth
Kepler-90 i,14.44912,0.1205693,0.118,0.00724,5.5,1.29,1.12,0.25,Super Earth
Kepler-900 b,6.9913086,0.0679,0.186,0.0157,3.04,0.73,0.78,-0.608,Super Earth
Kepler-901 b,3.51749439,0.0378,0.122,0.00771,5.24,0.57,0.59,-0.984,Super Earth
Kepler-902 b,40.1099547,0.223,0.227,0.022,2.34,0.93,0.95,0.108,Neptune-like
Kepler-903 b,10.3507721,0.0907,0.179,0.0148,3.18,0.97,0.98,0.365,Super Earth
Kepler-903 c,62.9228557,0.302,0.226,0.0218,2.35,0.97,0.98,0.365,Neptune-like
Kepler-904 b,3.02166863,0.0417,0.158,0.0119,3.75,1.25,1.16,0.154,Super Earth
Kepler-905 b,5.08274652,0.0572,0.126,0.00809,5.04,0.86,0.95,-0.215,Super Earth
Kepler-906 b,41.6979976,0.2359,0.188,0.016,2.98,1.02,1.06,0.096,Neptune-like
Kepler-907 b,15.86621821,0.1225,0.107,0.00588,5.95,1.38,1.08,0.378,Super Earth
Kepler-908 b,1.34059747,0.0247,0.109,0.00624,5.99,1.12,1.11,0.264,Super Earth
Kepler-909 b,13.93290318,0.1175,0.131,0.00869,4.77,1.23,1.17,0.273,Super Earth
Kepler-91 b,6.24658,0.0731,1.367,0.81,0.4,6.3,1.31,1.225,Gas Giant
Kepler-910 b,2.36436901,0.0382,0.073,0.0015,4.75,1.5,1.26,0.494,Terrestrial
Kepler-911 b,20.310501,0.1549,0.232,0.0229,2.27,1.99,1.34,0.707,Neptune-like
Kepler-912 b,2.53475627,0.0339,0.25,0.0259,2.07,1.11,1.07,0.552,Neptune-like
Kepler-913 b,10.29672521,0.1009,0.184,0.0154,3.08,0.61,0.63,-0.282,Super Earth
Kepler-913 c,5.93911982,0.0699,0.344,0.0447,1.36,1.8,1.29,-0.282,Neptune-like
Kepler-914 b,4.40966548,0.0544,0.123,0.0078,5.19,1.15,1.1,0.245,Super Earth
Kepler-915 b,4.59489604,0.0566,0.134,0.00899,4.66,1.38,1.21,0.506,Super Earth
Kepler-916 b,32.2968798,0.1885,0.157,0.0118,3.78,0.81,0.85,-0.278,Super Earth
Kepler-917 b,2.97041437,0.0378,0.17,0.0136,3.4,0.76,0.8,0.764,Super Earth
Kepler-918 b,4.85386933,0.0569,0.155,0.0116,3.84,1.14,1.11,-0.018,Super Earth
Kepler-919 b,11.04603384,0.0981,0.201,0.0179,2.74,1.21,1.15,0.167,Neptune-like
Kepler-92 b,13.749,0.1174,0.313,0.202,8.17,1.7,1.21,0.558,Gas Giant
Kepler-92 c,26.723,0.1829,0.232,0.019,1.91,1.7,1.21,0.558,Neptune-like
Kepler-92 d,49.3568,0.2754,0.184,0.0155,3.07,1.82,1.07,0.558,Super Earth
Kepler-920 b,6.53192704,0.065,0.216,0.0203,2.5,0.85,0.89,-0.183,Neptune-like
Kepler-920 c,100.8274113,0.4029,0.339,0.0436,1.38,0.85,0.89,-0.183,Neptune-like
Kepler-921 b,51.300634,0.2716,0.256,0.0271,2,0.91,0.93,-0.03,Neptune-like
Kepler-922 b,0.93846683,0.0182,0.127,0.00819,4.99,0.93,0.95,-0.133,Super Earth
Kepler-923 b,6.93366476,0.0715,0.123,0.0078,5.19,1.26,1.11,0.333,Super Earth
Kepler-924 b,61.0370117,0.3359,0.274,0.0303,1.83,1.23,1.14,0.314,Neptune-like
Kepler-925 b,33.8678531,0.1805,0.209,0.0191,2.61,0.72,0.77,-0.684,Neptune-like
Kepler-926 b,52.0688601,0.2739,0.206,0.0187,2.65,1.01,1.01,0.173,Neptune-like
Kepler-927 b,9.1149903,0.0866,0.153,0.0113,3.9,0.99,0.99,-0.086,Super Earth
Kepler-928 b,3.9324613,0.0444,0.142,0.00993,4.31,0.7,0.73,-0.719,Super Earth
Kepler-929 b,0.92103214,0.0192,0.099,0.00444,5.67,1.02,1.01,0.461,Super Earth
Kepler-93 b,4.72673978,0.05343,0.132,0.01466,7.93,0.92,0.91,-0.106,Super Earth
Kepler-93 c,1460,,,3,,0.92,0.91,-0.106,Gas Giant
Kepler-930 b,71.4517775,0.3475,0.19,0.0163,2.95,1.4,1.25,0.378,Neptune-like
Kepler-931 b,8.03755877,0.0719,0.119,0.00733,5.44,0.81,0.86,-0.35,Super Earth
Kepler-932 b,1.9214374,0.0279,0.122,0.00771,5.24,0.84,0.87,-0.322,Super Earth
Kepler-933 b,14.20443009,0.1041,0.219,0.0208,2.44,0.84,0.87,-0.211,Neptune-like
Kepler-934 b,55.6738309,0.2658,0.186,0.0158,3.02,0.77,0.81,-0.478,Super Earth
Kepler-935 b,4.88083852,0.0527,0.12,0.00752,5.34,0.73,0.78,-0.639,Super Earth
Kepler-936 b,10.56134221,0.0954,0.129,0.00849,4.87,0.89,0.92,-0.19,Super Earth
Kepler-937 b,67.668827,0.3214,0.332,0.042,1.43,1.22,1.15,0.281,Neptune-like
Kepler-937 c,153.343364,0.5545,0.238,0.0239,2.2,1.22,1.15,0.281,Neptune-like
